Party,Name,Constituency,ConstituencyVote,Constituency.,Vote1,Vote2,Vote3,Vote4,Vote5,Vote6,Vote7,Vote8,ConstituencyPercent,LeavePercent,SecondVote1,SecondVote2,SecondVote3,SecondVote4,PartyGroup,BetterLeavePercent
Lab,Andrew Gwynne,Denton and Reddish,Leave,61,For,Abstain,For,For,Abstain,Against,Against,Abstain,61,61,For,For,For,Abstain,Lab,0.6098402815
Ind,Chris Williamson,Derby North,Leave,54,For,Against,For,Against,Against,Abstain,Against,Abstain,54,54,For,Against,Abstain,Abstain,Other,0.5373816638
Lab,Margaret Beckett,Derby South,Leave,62,For,For,For,Abstain,Abstain,Against,Against,Abstain,62,62,For,For,For,Abstain,Lab,0.6161100009
Con,Sir Patrick McLoughlin,Derbyshire Dales,Leave,51,Against,Against,Against,Against,Against,Against,Against,Against,51,51,Against,Against,Against,Against,Con,0.5128574119
Con,Claire Perry,Devizes,Leave,51,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,51,51,Abstain,Abstain,Abstain,Abstain,Con,0.5146439081
Lab,Paula Sherriff,Dewsbury,Leave,57,For,Abstain,For,For,Abstain,Against,Against,Abstain,57,57,For,Abstain,For,For,Lab,0.5726844715
Lab,Caroline Flint,Don Valley,Leave,69,Abstain,Against,For,Against,Against,Against,Against,Against,69,69,For,Against,Against,Against,Lab,0.6855959842
Lab,Dame Rosie Winterton,Doncaster Central,Leave,66,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,66,66,Abstain,Abstain,Abstain,Abstain,Lab,0.6631997578
Lab,Edward Miliband,Doncaster North,Leave,72,For,For,For,For,Abstain,Against,Against,Abstain,72,72,For,For,For,Abstain,Lab,0.7206050853
Con,Charlie Elphicke,Dover,Leave,63,Against,Against,Against,Against,Against,For,For,Against,63,63,Against,Against,Against,Against,Con,0.6312986991
Ind,Ian Austin,Dudley North,Leave,71,For,Against,For,For,Abstain,Against,Against,Abstain,71,71,Abstain,Against,For,Against,Other,0.7143022556
Con,Mike Wood,Dudley South,Leave,70,Against,Against,Against,Against,Against,For,Abstain,Against,70,70,Against,Against,Against,Against,Con,0.7041731849
Lab,Helen Hayes,Dulwich and West Norwood,Remain,78,For,For,For,Abstain,For,Against,Against,Against,78,22,For,For,Abstain,For,Lab,0.2205254119
Con,Alister Jack,Dumfries and Galloway,Remain,55,Against,Against,Against,Against,Against,Against,For,Against,55,45,Against,Against,Against,Against,Con,0.4539451293
Con,David Mundell,Dumfriesshire Clydesdale and Tw ,Remain,56,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,56,44,Abstain,Abstain,Abstain,Abstain,Con,0.4394452696
SNP,Stewart Hosie,Dundee East,Remain,62,Abstain,For,Abstain,Abstain,For,Against,Against,Against,62,38,Abstain,Abstain,Abstain,Abstain,Other,0.3825275627
SNP,Chris Law,Dundee West,Remain,59,Abstain,For,Abstain,Abstain,For,Against,Against,Against,59,41,Abstain,For,For,For,Other,0.4115098933
SNP,Douglas Chapman,Dunfermline and West Fife,Remain,60,Abstain,For,Abstain,Abstain,For,Against,Against,Against,60,40,Abstain,For,For,For,Other,0.4002669477
PC,Liz Saville Roberts,Dwyfor Meirionnydd,Remain,52,Abstain,For,Abstain,For,For,Against,Against,Abstain,52,48,Abstain,For,For,For,Other,0.4836689985
Lab,Rupa Huq,Ealing Central and Acton,Remain,71,For,For,For,Abstain,For,Against,Against,Against,71,29,For,For,For,For,Lab,0.2915028059
Lab,Stephen Pound,Ealing North,Remain,54,For,For,For,For,Abstain,Against,Against,Abstain,54,46,For,For,For,For,Lab,0.4625609216
Lab,Virendra Sharma,Ealing Southall,Remain,58,For,For,For,For,For,Against,Against,Against,58,42,For,For,For,For,Lab,0.4182634912
Lab,Grahame Morris,Easington,Leave,67,Against,Against,For,Against,Against,Against,Against,Against,67,67,For,Against,Against,Abstain,Lab,0.6657309975
Con,Sir Hugo Swire,East Devon,Leave,50,Against,Against,Against,Against,Against,Against,Abstain,Against,50,50,Against,Against,Against,Against,Con,0.5045688788
LD,Jo Swinson,East Dunbartonshire,Remain,73,Abstain,For,Abstain,Abstain,For,Against,Against,Abstain,73,27,Against,For,Against,For,Other,0.2670022732
Lab,Stephen Timms,East Ham,Remain,53,For,For,For,For,For,Against,Against,Abstain,53,47,For,For,For,For,Lab,0.4691542632
Con,Damian Hinds,East Hampshire,Remain,51,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,51,49,Abstain,Abstain,Abstain,Abstain,Con,0.4872942006
SNP,Lisa Cameron,East Kilbride Strathaven and Le ,Remain,62,Abstain,For,Abstain,Abstain,For,Against,Against,Against,62,38,Abstain,For,For,For,Other,0.3799721785
Lab,Martin Whitfield,East Lothian,Remain,65,For,For,For,Abstain,For,Against,Against,Abstain,65,35,For,For,For,For,Lab,0.3539559572
Con,Paul Masterton,East Renfrewshire,Remain,74,For,Against,Against,For,Abstain,Against,Against,For,74,26,For,Against,For,Abstain,Con,0.2568141894
Con,Sam Gyimah,East Surrey,Leave,54,Abstain,For,Against,Abstain,Abstain,Against,Against,Abstain,54,54,Abstain,For,Abstain,Abstain,Con,0.5419184365
Con,Tim Loughton,East Worthing and Shoreham,Leave,54,Against,Against,Against,Against,Against,For,For,Against,54,54,Against,Against,Against,Against,Con,0.5367434864
Con,Sir Greg Knight,East Yorkshire,Leave,63,Against,Against,Against,Against,Against,For,Against,Against,63,63,Against,Against,Against,Against,Con,0.633133693
Ind,Stephen Lloyd,Eastbourne,Leave,58,For,Abstain,For,For,For,Against,Against,For,58,58,For,Abstain,For,Abstain,Other,0.5762499801
Con,Mims Davies,Eastleigh,Leave,54,Against,Against,Against,Against,Against,For,Against,Against,54,54,Against,Against,Against,Against,Con,0.5401918453
Con,Antoinette Sandbach,Eddisbury,Leave,52,For,For,Against,For,Abstain,Against,Against,For,52,52,For,For,For,For,Con,0.5223282163
SNP,Tommy Sheppard,Edinburgh East,Remain,72,Abstain,For,Abstain,Abstain,For,Against,Against,Against,72,28,Abstain,For,For,For,Other,0.2763678537
SNP,Deidre Brock,Edinburgh North and Leith,Remain,78,Abstain,For,Abstain,Abstain,For,Against,Against,Against,78,22,Abstain,For,For,For,Other,0.2179552346
Lab,Ian Murray,Edinburgh South,Remain,78,For,For,Abstain,For,For,Against,Against,Against,78,22,For,For,For,For,Lab,0.2215338737
SNP,Joanna Cherry,Edinburgh South West,Remain,72,Abstain,For,Abstain,Abstain,For,Against,Against,Against,72,28,Abstain,For,For,For,Other,0.2786164648
LD,Christine Jardine,Edinburgh West,Remain,71,Abstain,For,Abstain,Abstain,For,Against,Against,Abstain,71,29,Abstain,For,Abstain,For,Other,0.2876601964
Lab,Kate Osamor,Edmonton,Remain,54,For,For,For,Against,For,Against,Against,Against,54,46,For,For,For,For,Lab,0.455096172
Lab,Justin Madders,Ellesmere Port and Neston,Leave,58,For,Against,For,For,Abstain,Against,Against,Against,58,58,For,For,For,Abstain,Lab,0.5776683508
Con,Alec Shelbrooke,Elmet and Rothwell,Leave,56,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,56,56,Against,Against,Against,Against,Con,0.5635934444
Lab,Clive Efford,Eltham,Leave,52,For,For,For,For,For,Against,Against,Against,52,52,For,For,For,For,Lab,0.5181526511
TIG,Joan Ryan,Enfield North,Remain,51,Abstain,For,Against,Against,For,Against,Against,Against,51,49,Against,For,Against,For,Other,0.4921544262
Lab,Bambos Charalambous,Enfield Southgate,Remain,62,For,For,For,For,For,Against,Against,Abstain,62,38,For,For,For,For,Lab,0.3788481586
Con,Dame Eleanor Laing,Epping Forest,Leave,61,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,61,61,Abstain,Abstain,Abstain,Abstain,Con,0.6107376735
Con,Chris Grayling,Epsom and Ewell,Remain,52,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,52,48,Abstain,Abstain,Abstain,Abstain,Con,0.4796217354
Con,Maggie Throup,Erewash,Leave,63,Against,Against,Against,Against,Against,For,Against,Against,63,63,Against,Against,Against,Against,Con,0.633037158
Lab,Teresa Pearce,Erith and Thamesmead,Leave,54,For,For,For,Abstain,Abstain,Against,Against,Abstain,54,54,For,For,For,For,Lab,0.5432728958
Con,Dominic Raab,Esher and Walton,Remain,58,Against,Against,Against,Against,Against,For,For,Against,58,42,Against,Against,Against,Against,Con,0.4162523621
Lab,Ben Bradshaw,Exeter,Remain,55,For,For,For,Abstain,For,Against,Against,Against,55,45,For,For,For,For,Lab,0.4470640158
SNP,John McNally,Falkirk,Remain,58,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,58,42,Abstain,For,For,For,Other,0.4199140734
Con,Suella Braverman,Fareham,Leave,55,Against,Against,Against,Against,Against,For,For,Against,55,55,Against,Against,Against,Against,Con,0.554141921
Con,Helen Whately,Faversham and Mid Kent,Leave,58,Against,Against,Against,Against,Against,For,For,Against,58,58,Against,Against,Against,Against,Con,0.5822255926
Lab,Seema Malhotra,Feltham and Heston,Leave,56,For,For,For,For,Abstain,Against,Against,Against,56,56,For,For,For,Abstain,Lab,0.5593200537
Con,Jack Lopresti,Filton and Bradley Stoke,Remain,52,Against,Against,Against,Against,Against,For,Against,Against,52,48,Against,Against,Against,Against,Con,0.4797859582
Con,Mike Freer,Finchley and Golders Green,Remain,69,Against,Against,Against,Against,For,Against,Against,Against,69,31,Against,For,Against,Against,Con,0.3091974839
Con,Damian Collins,Folkestone and Hythe,Leave,62,Against,Against,Against,For,Against,Against,Against,For,62,62,Against,Against,For,Against,Con,0.6183552232
Con,Mark Harper,Forest of Dean,Leave,58,Against,Against,Against,Against,Against,For,For,Against,58,58,Against,Against,Against,Against,Con,0.5806625702
Con,Mark Menzies,Fylde,Leave,57,Against,Against,Against,Against,Against,For,Against,Against,57,57,Against,Against,Against,Against,Con,0.5655708102
Con,Sir Edward Leigh,Gainsborough,Leave,62,Against,Against,Against,Against,Against,For,For,Against,62,62,Against,Against,Against,Against,Con,0.6203270159
Lab,Maria Eagle,Garston and Halewood,Remain,52,For,For,For,Abstain,For,Against,Against,Against,52,48,For,For,For,For,Lab,0.4787784551
Lab,Ian Mearns,Gateshead,Leave,56,For,Abstain,For,For,Abstain,Against,Against,Abstain,56,56,For,Abstain,For,For,Lab,0.5604693175
Lab,Vernon Coaker,Gedling,Leave,56,For,For,For,For,Abstain,Against,Against,Against,56,56,For,For,For,Abstain,Lab,0.5619792121
Con,Rehman Chishti,Gillingham and Rainham,Leave,64,Against,Against,Against,Against,Against,For,Abstain,Against,64,64,Against,Against,Against,Against,Con,0.6358208955
SNP,Alison Thewliss,Glasgow Central,Remain,71,Abstain,For,Abstain,Abstain,For,Against,Against,Against,71,29,Abstain,For,For,For,Other,0.2875060852
SNP,David Linden,Glasgow East,Remain,56,Abstain,For,Abstain,Abstain,For,Against,Against,Against,56,44,Abstain,For,For,For,Other,0.4383731411
SNP,Patrick Grady,Glasgow North,Remain,78,Abstain,For,Abstain,Abstain,For,Against,Abstain,Against,78,22,Abstain,For,For,For,Other,0.2162047426
Lab,Paul Sweeney,Glasgow North East,Remain,59,For,For,For,For,For,Against,Against,Abstain,59,41,For,For,For,For,Lab,0.406576167
SNP,Carol Monaghan,Glasgow North West,Remain,69,Abstain,For,Abstain,Abstain,For,Against,Against,Against,69,31,Abstain,Abstain,Abstain,Abstain,Other,0.3149285296
SNP,Stewart Malcolm McDonald,Glasgow South,Remain,72,Abstain,For,Abstain,Abstain,For,Against,Against,Against,72,28,Abstain,For,For,For,Other,0.2819188863
SNP,Chris Stephens,Glasgow South West,Remain,59,Abstain,For,Abstain,Abstain,For,Against,Against,Against,59,41,Abstain,For,For,For,Other,0.4086436703
SNP,Peter Grant,Glenrothes,Remain,54,Abstain,For,Abstain,Abstain,For,Against,Against,Against,54,46,Abstain,For,For,For,Other,0.4646249082
Con,Richard Graham,Gloucester,Leave,59,Abstain,Against,Against,Abstain,Against,Against,Against,Abstain,59,59,For,Against,Against,Against,Con,0.5890014719
Con,Colin Clark,Gordon,Remain,55,Abstain,Against,Against,Against,Against,Against,Abstain,Abstain,55,45,Against,Against,Against,Against,Con,0.4456318835
Con,Caroline Dinenage,Gosport,Leave,62,Against,Against,Against,Against,Against,For,For,Against,62,62,Against,Against,Against,Against,Con,0.6197471542
Lab,Tonia Antoniazzi,Gower,Leave,50,For,For,For,Against,For,Against,Against,Against,50,50,For,For,Against,For,Lab,0.5017664981
Con,Nick Boles,Grantham and Stamford,Leave,61,For,Abstain,Against,For,Against,Against,Against,For,61,61,For,For,For,For,Con,0.6101248691
Con,Adam Holloway,Gravesham,Leave,65,Against,Against,Against,Against,Against,For,For,Against,65,65,Against,Against,Against,Against,Con,0.6537720795
Lab,Melanie Onn,Great Grimsby,Leave,71,For,Against,For,For,Abstain,Against,Abstain,Abstain,71,71,For,Against,For,Abstain,Lab,0.7144662955
Con,Brandon Lewis,Great Yarmouth,Leave,72,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,72,72,Abstain,Abstain,Abstain,Abstain,Con,0.7150494733
Lab,Matthew Pennycook,Greenwich and Woolwich,Remain,64,For,For,For,For,For,Against,Against,Against,64,36,For,For,For,For,Lab,0.356656796
Con,Anne Milton,Guildford,Remain,59,For,Abstain,Against,Abstain,Abstain,Against,Against,Abstain,59,41,For,Abstain,Abstain,Abstain,Con,0.4117792506
Lab,Diane Abbott,Hackney North and Stoke Newington,Remain,79,For,For,For,For,Abstain,Against,Against,Abstain,79,21,For,For,For,Abstain,Lab,0.2094955837
Lab,Meg Hillier,Hackney South and Shoreditch,Remain,78,For,For,For,Abstain,For,Against,Against,Against,78,22,For,For,Abstain,For,Lab,0.221796833
Con,James Morris,Halesowen and Rowley Regis,Leave,66,Against,Against,Against,Against,Against,For,Against,Against,66,66,Against,Against,Against,Against,Con,0.6634472733
Lab,Holly Lynch,Halifax,Leave,59,For,For,For,For,Abstain,Against,Against,Abstain,59,59,For,For,For,For,Lab,0.5882165334
Con,David Davis,Haltemprice and Howden,Leave,55,Against,Against,Against,Against,Against,For,Against,Against,55,55,Against,Against,Against,Against,Con,0.5549736439
Lab,Derek Twigg,Halton,Leave,58,For,Against,For,Against,Against,Against,Against,Against,58,58,For,Against,Against,Against,Lab,0.5782347297
Lab,Andy Slaughter,Hammersmith,Remain,69,For,For,For,Abstain,For,Against,Against,Against,69,31,For,For,For,For,Lab,0.3103877818
Lab,Tulip Siddiq,Hampstead and Kilburn,Remain,77,For,For,For,Against,For,Against,Against,Against,77,23,For,For,Abstain,For,Lab,0.234826777
Con,Neil O'Brien,Harborough,Leave,52,Against,Against,Against,Against,Against,For,Abstain,Against,52,52,Against,Against,Against,Against,Con,0.5224663693
Con,Robert Halfon,Harlow,Leave,68,Against,Against,Against,For,Against,Against,Abstain,For,68,68,Against,Against,For,Against,Con,0.6801852808
Con,Andrew Jones,Harrogate and Knaresborough,Remain,53,Against,Against,Against,Against,Against,Against,Against,Against,53,47,Against,Against,Against,Against,Con,0.4721936622
Con,Bob Blackman,Harrow East,Remain,53,Against,Against,Against,Against,Against,For,For,For,53,47,Against,Against,Against,Against,Con,0.4747858454
Lab,Gareth Thomas,Harrow West,Remain,55,For,For,For,For,For,Against,Against,Against,55,45,For,For,For,For,Lab,0.4505624317
Lab,Mike Hill,Hartlepool,Leave,70,For,Against,For,Abstain,Abstain,Against,Against,Abstain,70,70,For,Against,Against,Abstain,Lab,0.6956832972
Con,Sir Bernard Jenkin,Harwich and North Essex,Leave,61,Against,Against,Against,Against,Against,For,For,Against,61,61,Against,Against,Against,Against,Con,0.6107462742
Con,Amber Rudd,Hastings and Rye,Leave,56,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,56,56,Abstain,Abstain,Abstain,Abstain,Con,0.5622823314
Con,Alan Mak,Havant,Leave,62,Against,Against,Against,Against,Against,For,For,Against,62,62,Against,Against,Against,Against,Con,0.6245058088
Lab,John McDonnell,Hayes and Harlington,Leave,59,For,For,For,For,Abstain,Against,Against,Abstain,59,59,For,For,For,Abstain,Lab,0.5940544594
Con,William Wragg,Hazel Grove,Leave,52,Against,Against,Against,Against,Against,For,For,Against,52,52,Against,Against,Against,Against,Con,0.5220859153
Con,Sir Mike Penning,Hemel Hempstead,Leave,55,Against,Against,Against,Against,Against,For,Against,Against,55,55,Against,Against,Against,Against,Con,0.5516880434
Lab,Jon Trickett,Hemsworth,Leave,68,For,Abstain,For,For,Abstain,Against,Against,Abstain,68,68,For,Abstain,For,Abstain,Lab,0.6812554559
Con,Matthew Offord,Hendon,Remain,58,Against,Against,Against,Against,Against,For,For,Against,58,42,Against,Against,Against,Against,Con,0.4193508856
Con,John Howell,Henley,Remain,57,Against,Abstain,Against,Against,Against,Against,Against,Against,57,43,Against,Against,Against,Against,Con,0.4307181625
Con,Jesse Norman,Hereford and South Herefordshire,Leave,60,Against,Against,Against,Against,Against,Against,Against,Against,60,60,Against,Against,Against,Against,Con,0.6015169694
Con,Mark Prisk,Hertford and Stortford,Remain,51,Against,Against,Against,Against,Against,Against,Against,For,51,49,Against,Abstain,Abstain,Abstain,Con,0.4921302402
Con,Oliver Dowden,Hertsmere,Leave,51,Against,Against,Against,Against,Against,Against,Against,Against,51,51,Against,Against,Against,Against,Con,0.5083652561
Con,Guy Opperman,Hexham,Remain,55,Against,Against,Against,Against,Against,Against,Against,Against,55,45,For,Against,Against,Against,Con,0.4538836705
Lab,Liz McInnes,Heywood and Middleton,Leave,62,For,Abstain,For,For,Abstain,Against,Against,Abstain,62,62,For,Abstain,For,Abstain,Lab,0.6242561164
Lab,Ruth George,High Peak,Leave,51,For,For,For,Abstain,For,Against,Against,Against,51,51,For,For,For,For,Lab,0.5054802765
Con,Bim Afolami,Hitchin and Harpenden,Remain,60,Abstain,Against,Against,For,Against,Against,Abstain,For,60,40,Abstain,Abstain,For,Against,Con,0.3979351954
Lab,Keir Starmer,Holborn and St Pancras,Remain,73,For,For,For,For,Abstain,Against,Against,Abstain,73,27,For,For,For,Abstain,Lab,0.2665874363
Con,Julia Lopez,Hornchurch and Upminster,Leave,69,Against,Against,Against,Against,Against,For,For,Against,69,69,Against,Against,Against,Against,Con,0.6949469368
Lab,Catherine West,Hornsey and Wood Green,Remain,75,For,For,For,Abstain,For,Against,Against,Against,75,25,For,For,Abstain,For,Lab,0.2498291003
Con,Jeremy Quin,Horsham,Remain,51,Against,Against,Against,Against,Against,Against,Against,Against,51,49,Against,Against,Against,Against,Con,0.4866966003
Lab,Bridget Phillipson,Houghton and Sunderland South,Leave,62,For,For,For,Abstain,Abstain,Against,Against,Against,62,62,For,For,Abstain,For,Lab,0.6243418578
Lab,Peter Kyle,Hove,Remain,66,For,For,For,For,For,Against,Against,Against,66,34,For,For,For,For,Lab,0.3392146965
Lab,Barry Sheerman,Huddersfield,Leave,51,For,For,For,Abstain,For,Against,Against,Against,51,51,For,For,For,For,Lab,0.5108125048
Con,Jonathan Djanogly,Huntingdon,Leave,53,For,Abstain,Against,For,Against,Against,Against,For,53,53,For,Against,For,Against,Con,0.5327471457
Lab,Graham P Jones,Hyndburn,Leave,66,For,For,For,Abstain,Abstain,Against,Against,Against,66,66,For,For,Abstain,Abstain,Lab,0.6575179215
Lab,Wes Streeting,Ilford North,Leave,53,For,For,For,Abstain,For,Against,Against,Against,53,53,Abstain,For,Abstain,For,Lab,0.5256689865
TIG,Mike Gapes,Ilford South,Remain,56,Against,For,Against,Against,For,Against,Against,Against,56,44,Against,For,Against,For,Other,0.4387414549
SNP,Ronnie Cowan,Inverclyde,Remain,64,Abstain,For,Abstain,Abstain,For,Against,Against,Against,64,36,Abstain,For,For,For,Other,0.3620342137
SNP,Drew Hendry,Inverness Nairn Badenoch and S ,Remain,59,Abstain,For,Abstain,Abstain,For,Against,Against,Against,59,41,Abstain,For,For,For,Other,0.4137974888
Lab,Sandy Martin,Ipswich,Leave,57,For,For,For,For,For,Against,Against,Against,57,57,For,For,For,For,Lab,0.5656765982
Con,Bob Seely,Isle of Wight,Leave,62,Against,Against,Against,Against,Against,For,Against,Against,62,62,Against,Against,Against,Against,Con,0.6194633409
Lab,Jeremy Corbyn,Islington North,Remain,78,For,For,For,For,Abstain,Against,Against,Abstain,78,22,For,For,For,Abstain,Lab,0.2161112362
Lab,Emily Thornberry,Islington South and Finsbury,Remain,72,For,For,For,For,Abstain,Against,Against,Abstain,72,28,For,For,For,Abstain,Lab,0.2828310011
Lab,Chris Evans,Islwyn,Leave,59,For,Abstain,For,For,Abstain,Against,Against,Abstain,59,59,For,Abstain,For,Abstain,Lab,0.5886667507
Lab,Stephen Hepburn,Jarrow,Leave,62,Against,Against,Against,Against,Against,Against,Against,Against,62,62,Against,Against,Against,Against,Lab,0.6161596892
Lab,John Grogan,Keighley,Leave,53,For,For,For,For,For,Against,Against,Abstain,53,53,For,For,For,For,Lab,0.5332509525
Con,Jeremy Wright,Kenilworth and Southam,Remain,53,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,53,47,Abstain,Abstain,Abstain,Abstain,Con,0.465989048
Lab,Emma Dent Coad,Kensington,Remain,69,For,For,For,Against,For,Against,Against,Against,69,31,For,For,For,For,Lab,0.3135044346
Con,Philip Hollobone,Kettering,Leave,61,Against,Against,Against,Against,Against,For,For,Against,61,61,Against,Against,Against,Against,Con,0.6098836886
SNP,Alan Brown,Kilmarnock and Loudoun,Remain,60,Abstain,For,Abstain,Abstain,For,Against,Against,Against,60,40,Abstain,For,For,For,Other,0.3960825307
LD,Sir Edward Davey,Kingston and Surbiton,Remain,58,Abstain,For,Abstain,Abstain,For,Against,Against,Abstain,58,42,Against,For,Against,For,Other,0.4159414685
Lab,Karl Turner,Kingston upon Hull East,Leave,73,For,For,For,For,Abstain,Abstain,Abstain,Abstain,73,73,For,For,For,Abstain,Lab,0.7263315426
Lab,Diana Johnson,Kingston upon Hull North,Leave,60,For,For,For,For,Abstain,Against,Against,Against,60,60,For,For,For,Abstain,Lab,0.599743353
Lab,Emma Hardy,Kingston upon Hull West and Hessle,Leave,68,For,For,For,For,Abstain,Against,Against,Abstain,68,68,For,For,For,Abstain,Lab,0.6784460334
Con,Chris Skidmore,Kingswood,Leave,57,Against,Against,Against,Against,Against,Against,Against,Against,57,57,Against,Against,Against,Against,Con,0.56835363
Lab,Lesley Laird,Kirkcaldy and Cowdenbeath,Remain,58,For,For,For,For,For,Against,Against,Abstain,58,42,For,For,For,For,Lab,0.4166315082
Lab,George Howarth,Knowsley,Leave,52,For,For,For,For,For,Against,Against,Against,52,52,For,For,For,Against,Lab,0.5243938607
SNP,Angela Crawley,Lanark and Hamilton East,Remain,65,Abstain,For,Abstain,Abstain,For,Against,Against,Against,65,35,Abstain,For,For,For,Other,0.3546686261
Lab,Cat Smith,Lancaster and Fleetwood,Leave,51,For,For,For,For,Abstain,Against,Against,Abstain,51,51,For,For,For,Abstain,Lab,0.509139906
Lab,Hilary Benn,Leeds Central,Remain,53,For,For,For,For,Abstain,Against,Against,Abstain,53,47,For,For,For,Abstain,Lab,0.4742583766
Lab,Richard Burgon,Leeds East,Leave,61,For,For,For,For,Abstain,Against,Against,Abstain,61,61,For,For,For,Abstain,Lab,0.6090851152
Lab,Fabian Hamilton,Leeds North East,Remain,63,For,For,For,Abstain,For,Against,Against,Against,63,37,For,For,For,For,Lab,0.373261813
Lab,Alex Sobel,Leeds North West,Remain,65,For,For,For,For,For,Against,Against,Against,65,35,For,For,For,For,Lab,0.3539748898
Lab,Rachel Reeves,Leeds West,Leave,55,For,For,For,For,For,Against,Against,Against,55,55,For,For,For,For,Lab,0.5497702885
Lab,Keith Vaz,Leicester East,Leave,53,For,For,For,For,For,Against,Against,Abstain,53,53,For,For,For,For,Lab,0.5316441994
Lab,Jonathan Ashworth,Leicester South,Remain,57,For,For,For,For,Abstain,Against,Against,Abstain,57,43,For,For,For,Abstain,Lab,0.4258202386
Lab,Liz Kendall,Leicester West,Leave,52,For,For,For,Abstain,For,Against,Against,Against,52,52,For,For,Abstain,For,Lab,0.516656347
Lab,Jo Platt,Leigh,Leave,63,For,Abstain,For,For,Abstain,Against,Against,Abstain,63,63,For,Abstain,For,Abstain,Lab,0.6345288292
Con,Maria Caulfield,Lewes,Remain,53,Against,Against,Against,Against,Against,For,For,For,53,47,Against,Against,Against,Against,Con,0.4696810052
Lab,Vicky Foxcroft,Lewisham Deptford,Remain,75,For,For,For,For,For,Against,Against,Abstain,75,25,For,For,For,For,Lab,0.2466929651
Lab,Janet Daby,Lewisham East,Remain,65,For,For,For,Abstain,For,Against,Against,Against,65,35,For,For,Abstain,For,Lab,0.3544815509
Lab,Ellie Reeves,Lewisham West and Penge,Remain,66,For,For,For,Abstain,For,Against,Against,Against,66,34,For,For,Abstain,For,Lab,0.3446838064
Lab,John Cryer,Leyton and Wanstead,Remain,65,For,For,For,For,Abstain,Against,Against,Abstain,65,35,For,For,For,Abstain,Lab,0.3500550486
Con,Michael Fabricant,Lichfield,Leave,58,Against,Against,Against,Against,Against,For,For,Against,58,58,Against,Against,Against,Against,Con,0.5757439131
Lab,Karen Lee,Lincoln,Leave,57,For,For,For,Against,Abstain,Against,Against,Abstain,57,57,For,For,For,Abstain,Lab,0.5731151012
SNP,Martyn Day,Linlithgow and East Falkirk,Remain,58,Abstain,For,Abstain,Abstain,For,Against,Against,Against,58,42,Abstain,For,For,For,Other,0.416080522
